event_id,bracket_bundle_id,attempts,last_failed
11765,733567,1,2025-03-20
11765,733562,1,2025-03-20
11765,733537,1,2025-03-20
11765,733553,1,2025-03-20
11765,733574,1,2025-03-20
11765,733548,1,2025-03-20
11765,733554,1,2025-03-20
11765,733555,1,2025-03-20
11765,733556,1,2025-03-20
11765,733549,1,2025-03-20
11765,733538,1,2025-03-20
11765,733546,1,2025-03-20
11765,733557,1,2025-03-20
11765,733584,1,2025-03-20
11765,733536,1,2025-03-20
11765,733566,1,2025-03-20
11765,733543,1,2025-03-20
11765,733539,1,2025-03-20
11765,733540,1,2025-03-20
11765,733532,1,2025-03-20
11765,733551,1,2025-03-20
11765,733542,1,2025-03-20
11765,733576,1,2025-03-20
11765,733528,1,2025-03-20
11765,733531,1,2025-03-20
11765,733559,1,2025-03-20
11765,733547,1,2025-03-20
11765,733550,1,2025-03-20
11765,733568,1,2025-03-20
11765,733552,1,2025-03-20
11765,733533,1,2025-03-20
11765,733541,1,2025-03-20
11765,733570,1,2025-03-20
11765,733558,1,2025-03-20
11765,733545,1,2025-03-20
11765,733569,1,2025-03-20
11765,733535,1,2025-03-20
11765,733571,1,2025-03-20
11765,733534,1,2025-03-20
11765,733578,1,2025-03-20
11765,733581,1,2025-03-20
11765,733589,1,2025-03-20
11765,733585,1,2025-03-20
11765,733582,1,2025-03-20
11765,733587,1,2025-03-20
11765,733563,1,2025-03-20
11765,733564,1,2025-03-20
11765,733530,1,2025-03-20
11765,733529,1,2025-03-20
11765,733586,1,2025-03-20
11765,733573,1,2025-03-20
11765,733544,1,2025-03-20
11765,733575,1,2025-03-20
11765,733577,1,2025-03-20
11765,733588,1,2025-03-20
11765,733560,1,2025-03-20
11765,733580,1,2025-03-20
11268,732874,1,2025-03-20
11268,732848,1,2025-03-20
11268,732819,1,2025-03-20
11268,732890,1,2025-03-20
11268,732842,1,2025-03-20
11268,732831,1,2025-03-20
11268,732805,1,2025-03-20
11268,732858,1,2025-03-20
11268,732799,1,2025-03-20
11268,732840,1,2025-03-20
11268,732847,1,2025-03-20
11268,732814,1,2025-03-20
11268,732868,1,2025-03-20
11268,732854,1,2025-03-20
11268,732913,1,2025-03-20
11268,732844,1,2025-03-20
11268,732897,1,2025-03-20
11268,732875,1,2025-03-20
11268,732910,1,2025-03-20
11268,732902,1,2025-03-20
11268,732800,1,2025-03-20
11268,732807,1,2025-03-20
11268,732866,1,2025-03-20
11268,732853,1,2025-03-20
11268,732862,1,2025-03-20
11268,732829,1,2025-03-20
11268,732815,1,2025-03-20
