event_id,event_name,match_id
19885,"ADCC US Open - Portland, OR",10446866
19885,"ADCC US Open - Portland, OR",10432951
19885,"ADCC US Open - Portland, OR",10433192
19885,"ADCC US Open - Portland, OR",10433287
19885,"ADCC US Open - Portland, OR",10433254
19885,"ADCC US Open - Portland, OR",10433369
19885,"ADCC US Open - Portland, OR",10433241
19885,"ADCC US Open - Portland, OR",10432929
19885,"ADCC US Open - Portland, OR",10432894
19885,"ADCC US Open - Portland, OR",10434450
19885,"ADCC US Open - Portland, OR",10446665
19885,"ADCC US Open - Portland, OR",10446879
19885,"ADCC US Open - Portland, OR",10431662
19885,"ADCC US Open - Portland, OR",10433243
19885,"ADCC US Open - Portland, OR",10431896
19885,"ADCC US Open - Portland, OR",10432895
19885,"ADCC US Open - Portland, OR",10432946
19885,"ADCC US Open - Portland, OR",10433289
19885,"ADCC US Open - Portland, OR",10433353
19885,"ADCC US Open - Portland, OR",10432907
19885,"ADCC US Open - Portland, OR",10433364
19885,"ADCC US Open - Portland, OR",10433388
19885,"ADCC US Open - Portland, OR",10454510
19885,"ADCC US Open - Portland, OR",10431634
19885,"ADCC US Open - Portland, OR",10451020
19885,"ADCC US Open - Portland, OR",10446685
19885,"ADCC US Open - Portland, OR",10433390
19885,"ADCC US Open - Portland, OR",10431639
19885,"ADCC US Open - Portland, OR",10433244
19885,"ADCC US Open - Portland, OR",10435666
19885,"ADCC US Open - Portland, OR",10432931
19885,"ADCC US Open - Portland, OR",10432891
19885,"ADCC US Open - Portland, OR",10433352
19885,"ADCC US Open - Portland, OR",10433255
19885,"ADCC US Open - Portland, OR",10433341
19885,"ADCC US Open - Portland, OR",10434454
19885,"ADCC US Open - Portland, OR",10432896
19885,"ADCC US Open - Portland, OR",10433288
19885,"ADCC US Open - Portland, OR",10433391
19885,"ADCC US Open - Portland, OR",10446684
19885,"ADCC US Open - Portland, OR",10433354
19885,"ADCC US Open - Portland, OR",10435895
19885,"ADCC US Open - Portland, OR",10434460
19885,"ADCC US Open - Portland, OR",10451141
19885,"ADCC US Open - Portland, OR",10435668
19885,"ADCC US Open - Portland, OR",10431883
19885,"ADCC US Open - Portland, OR",10435896
19885,"ADCC US Open - Portland, OR",10434461
19885,"ADCC US Open - Portland, OR",10434458
19885,"ADCC US Open - Portland, OR",10432912
19885,"ADCC US Open - Portland, OR",10432930
19885,"ADCC US Open - Portland, OR",10434705
19885,"ADCC US Open - Portland, OR",10451019
19885,"ADCC US Open - Portland, OR",10431641
19885,"ADCC US Open - Portland, OR",10434464
19885,"ADCC US Open - Portland, OR",10431675
19885,"ADCC US Open - Portland, OR",10433249
19885,"ADCC US Open - Portland, OR",10432933
