Match ID,Competing Athlete,Competing Athlete ID,Opponent,Event,Method,Result,Weight,Stage,Year
1827,Andre Galvao,144,Tarsis HumphreysTarsis Humphreys,Super Challenge,Pts: 6x4,L,ABS,3PLC,2007
1990,Andre Galvao,144,Roger GracieRoger Gracie,World Champ.,Pts: 12x0,L,ABS,SF,2008
2269,Andre Galvao,144,Braulio EstimaBraulio Estima,ADCC,Inverted triangle,L,88KG,F,2009
2301,Andre Galvao,144,Alexandre RibeiroAlexandre Ribeiro,ADCC,Points,L,ABS,4F,2009
3189,Andre Galvao,144,Braga NetoBraga Neto,San Diego Trials,Pts: 7x0,L,ABS,F,2011
3738,Andre Galvao,144,Alexandre RibeiroAlexandre Ribeiro,SD World Trials,"Pts: 4x4, Adv",L,ABS,F,2012
3829,Andre Galvao,144,Rodolfo VieiraRodolfo Vieira,World Pro.,Pts: 4x2,L,ABS,F,2012
4170,Andre Galvao,144,Romulo BarralRomulo Barral,IBJJF Pro League,Referee Decision,L,94KG,F,2012
4531,Andre Galvao,144,Marcus AlmeidaMarcus Almeida,Pan American,Pts: 4x2,L,ABS,F,2013
4678,Andre Galvao,144,Tarsis HumphreysTarsis Humphreys,World Pro,Pen,L,ABS,4F,2013
4759,Andre Galvao,144,Leonardo LeiteLeonardo Leite,World Champ.,Referee Decision,L,ABS,4F,2013
4807,Andre Galvao,144,Braulio EstimaBraulio Estima,World Champ.,Pts: 6x2,L,88KG,SF,2013
5635,Andre Galvao,144,Rodolfo VieiraRodolfo Vieira,World Pro.,Ezekiel,L,ABS,SF,2014
9395,Andre Galvao,144,Leandro LoLeandro Lo,Pan American,Pts: 2x0,L,ABS,SF,2016
9547,Andre Galvao,144,Erberth SantosErberth Santos,World Pro,"Pts: 0x0, Adv",L,ABS,8F,2016
9652,Andre Galvao,144,Felipe PenaFelipe Pena,World Pro,Pts: 4x0,L,94KG,SF,2016
13761,Andre Galvao,144,Leandro LoLeandro Lo,IBJJF Pro GP,"Pts: 0x0, Adv",L,ABS,SF,2017
16052,Andre Galvao,144,C. NegromonteC. Negromonte,King of Mats,"Pts: 0x0, Adv",L,85KG,RR,2018
35183,Andre Galvao,144,Gordon RyanGordon Ryan,ADCC,RNC,L,ABS,SPF,2022
1146,Andre Galvao,144,Cassio WerneckCassio Werneck,Pan American,Points,W,82KG,F,2005
1153,Andre Galvao,144,Felipe Cranivata,Brasileiro,Wristlock,W,ABS,SF,2005
1155,Andre Galvao,144,Lucio RodriguesLucio Rodrigues,Brasileiro,N/A,W,ABS,F,2005
1256,Andre Galvao,144,Felipe Cranivata,World Cup,Pts: 18x0,W,82KG,4F,2005
1257,Andre Galvao,144,Murilo SantanaMurilo Santana,World Cup,Pts: 6x0,W,82KG,4F,2005
1274,Andre Galvao,144,Felipe Cranivata,Copa do Brasil,Points,W,O75KG,4F,2005
1291,Andre Galvao,144,Unknown,World Champ.,Submission,W,82KG,R1,2005
1292,Andre Galvao,144,Jorge Britto,World Champ.,Armbar,W,82KG,4F,2005
1293,Andre Galvao,144,Flavio Serafim,World Champ.,Submission,W,82KG,SF,2005
1294,Andre Galvao,144,Felipe Cranivata,World Champ.,Kneebar,W,82KG,F,2005
1365,Andre Galvao,144,Sergio Lourenco,Pan American,Pts: 14x2,W,82KG,R1,2006
1367,Andre Galvao,144,Alexander Crispim,Pan American,Choke from back,W,82KG,4F,2006
1369,Andre Galvao,144,Mike FowlerMike Fowler,Pan American,Mounted X choke,W,82KG,F,2006
1431,Andre Galvao,144,Antonio Sergio,World Champ.,Pts: 2x0,W,82KG,R1,2006
1435,Andre Galvao,144,Nino SchembriNino Schembri,World Champ.,Clock choke,W,82KG,SF,2006
1476,Andre Galvao,144,Gustavo CamposGustavo Campos,World Cup,Pts: 11x4,W,82KG,F,2006
1496,Andre Galvao,144,V. Silva,Brasileiro,Armbar,W,82KG,4F,2006
1497,Andre Galvao,144,Jorge Britto,Brasileiro,Armbar,W,82KG,SF,2006
1507,Andre Galvao,144,Unknown,Brasileiro,Armbar,W,ABS,R1,2006
1508,Andre Galvao,144,Eduardo SantoroEduardo Santoro,Brasileiro,Points,W,ABS,4F,2006
1521,Andre Galvao,144,Marcio CruzMarcio Cruz,Team Nationals,Adv,W,O88KG,F,2006
1643,Andre Galvao,144,Rafael dos Anjos,ADCC Trials,Inside heel hook,W,77KG,SF,2007
1645,Andre Galvao,144,Daniel MoraesDaniel Moraes,ADCC Trials,Pts: 16x2,W,77KG,F,2007
1660,Andre Galvao,144,Baret YoshidaBaret Yoshida,ADCC,Points,W,ABS,R1,2007
1665,Andre Galvao,144,Fabricio WerdumFabricio Werdum,ADCC,Referee Decision,W,ABS,4F,2007
1668,Andre Galvao,144,A. Cacareco,ADCC,Points,W,ABS,3PLC,2007
1683,Andre Galvao,144,Chris Bright,ADCC,Submission,W,77KG,R1,2007
1689,Andre Galvao,144,Mark Bocek,ADCC,Heel hook,W,77KG,4F,2007
1693,Andre Galvao,144,Mike FowlerMike Fowler,ADCC,Points,W,77KG,3PLC,2007
1752,Andre Galvao,144,Mauricio MarianoMauricio Mariano,World Champ.,Choke from back,W,82KG,R1,2007
1753,Andre Galvao,144,Cassio WerneckCassio Werneck,World Champ.,Mounted X choke,W,82KG,4F,2007
1754,Andre Galvao,144,Gustavo CamposGustavo Campos,World Champ.,RNC,W,82KG,SF,2007
1772,Andre Galvao,144,Tarsis HumphreysTarsis Humphreys,World Champ.,Referee Decision,W,ABS,R1,2007
1778,Andre Galvao,144,Daniel Nova,World Champ.,Armbar,W,ABS,R2,2007
1819,Andre Galvao,144,Leonardo Peçanha,Super Challenge,Armbar,W,ABS,R1,2007
1823,Andre Galvao,144,Gabriel VellaGabriel Vella,Super Challenge,Points,W,ABS,4F,2007
1860,Andre Galvao,144,Makoto Ikuta,H. Kong Cup,Brabo choke,W,ABS,SF,2008
1861,Andre Galvao,144,Eduardo TellesEduardo Telles,H. Kong Cup,Arm in Ezekiel,W,ABS,F,2008
1862,Andre Galvao,144,Marcel FortunaMarcel Fortuna,Pan American,Pts: 4x2,W,ABS,8F,2008
1863,Andre Galvao,144,Fernando PieroFernando Piero,Pan American,Choke from back,W,ABS,4F,2008
1864,Andre Galvao,144,Luiz Theodoro,Pan American,Mounted X choke,W,ABS,SF,2008
1865,Andre Galvao,144,Roberto ToziRoberto Tozi,Pan American,Choke from back,W,ABS,F,2008
1874,Andre Galvao,144,M. Carvalho,Pan American,Choke,W,88KG,4F,2008
1875,Andre Galvao,144,Bruno FernandesBruno Fernandes,Pan American,"Pts: 2x2, Adv",W,88KG,SF,2008
1877,Andre Galvao,144,Tarsis HumphreysTarsis Humphreys,Pan American,Injury,W,88KG,F,2008
1948,Andre Galvao,144,Igor Araujo,World Champ.,Choke from back,W,88KG,R1,2008
1950,Andre Galvao,144,Rafael CorreaRafael Correa,World Champ.,Mounted X choke,W,88KG,4F,2008
1953,Andre Galvao,144,Marcelo Louzado,World Champ.,Pts: 5x0,W,88KG,SF,2008
1955,Andre Galvao,144,Braulio EstimaBraulio Estima,World Champ.,Choke from back,W,88KG,F,2008
1981,Andre Galvao,144,M. Suarez,World Champ.,Kimura,W,ABS,R1,2008
1982,Andre Galvao,144,Roberto AbreuRoberto Abreu,World Champ.,Points,W,ABS,R2,2008
1987,Andre Galvao,144,Rafael LovatoRafael Lovato,World Champ.,Choke from back,W,ABS,4F,2008
2221,Andre Galvao,144,Marco Junior,ADCC Trials,Triangle,W,88KG,R1,2009
2223,Andre Galvao,144,Gabriel KitoberGabriel Kitober,ADCC Trials,RNC,W,88KG,4F,2009
2224,Andre Galvao,144,Bruno BastosBruno Bastos,ADCC Trials,RNC,W,88KG,SF,2009
2225,Andre Galvao,144,Rodolfo V.,ADCC Trials,Pts: 3x0,W,88KG,F,2009
2258,Andre Galvao,144,Kassim Anan,ADCC,Pts: 12x2,W,88KG,R1,2009
2264,Andre Galvao,144,Chris Weidman,ADCC,Pts: 4x0,W,88KG,4F,2009
2268,Andre Galvao,144,David Avellan,ADCC,Pts: 2x0,W,88KG,SF,2009
2295,Andre Galvao,144,Tom Bass,ADCC,Points,W,ABS,R1,2009
2889,Andre Galvao,144,Diego Gamonal,Pan American,Choke,W,88KG,SF,2011
2890,Andre Galvao,144,Eduardo SantoroEduardo Santoro,Pan American,Pts: 2x0,W,88KG,F,2011
2931,Andre Galvao,144,Antonio CarlosAntonio Carlos,World Pro.,Points,W,ABS,4F,2011
3168,Andre Galvao,144,Alexandre CeconiAlexandre Ceconi,F4F Nogi,Pts: 16x0,W,ABS,NA,2011
3170,Andre Galvao,144,C. Ferreira,F4F Gi,Pts: 3x0,W,ABS,NA,2011
3172,Andre Galvao,144,Nol. Dutcher,Ultimate Abs.,Armbar,W,ABS,R1,2011
3175,Andre Galvao,144,Braga NetoBraga Neto,Ultimate Abs.,Pts: 2x0,W,ABS,4F,2011
3176,Andre Galvao,144,Vinny MagalhaesVinny Magalhaes,Ultimate Abs.,Pts: 4x0,W,ABS,SF,2011
3177,Andre Galvao,144,Rust. Chsiev,Ultimate Abs.,Referee Decision,W,ABS,F,2011
3182,Andre Galvao,144,Clark GracieClark Gracie,San Diego Trials,Referee Decision,W,82KG,SF,2011
3183,Andre Galvao,144,Claudio CalasansClaudio Calasans,San Diego Trials,Adv,W,82KG,F,2011
3187,Andre Galvao,144,Marcus AlmeidaMarcus Almeida,San Diego Trials,Pts: 7x0,W,ABS,SF,2011
3242,Andre Galvao,144,Don Ortega,ADCC,Points,W,88KG,R1,2011
3271,Andre Galvao,144,Gunnar NelsonGunnar Nelson,ADCC,Pts: 3x0,W,88KG,4F,2011
3285,Andre Galvao,144,Pablo PopovitchPablo Popovitch,ADCC,Pts: 2x0,W,88KG,SF,2011
3297,Andre Galvao,144,Rousimar PalharesRousimar Palhares,ADCC,Pts: 9x4,W,88KG,F,2011
3305,Andre Galvao,144,Shinzo Ansai,ADCC,RNC,W,ABS,R1,2011
3315,Andre Galvao,144,Sergio MoraesSergio Moraes,ADCC,Pts: 6x0,W,ABS,4F,2011
3316,Andre Galvao,144,Murilo SantanaMurilo Santana,ADCC,"Pts: 0x0, Pen",W,ABS,SF,2011
3319,Andre Galvao,144,Pablo PopovitchPablo Popovitch,ADCC,Toe Hold,W,ABS,F,2011
3728,Andre Galvao,144,Clark GracieClark Gracie,SD World Trials,Pts: 3x0,W,83KG,F,2012
3732,Andre Galvao,144,Eliot KellyEliot Kelly,SD World Trials,Bow and arrow,W,ABS,4F,2012
3736,Andre Galvao,144,James PuopoloJames Puopolo,SD World Trials,Clock choke,W,ABS,SF,2012
3797,Andre Galvao,144,Felipe Mota DiasFelipe Mota Dias,World Pro.,Submission,W,88KG,R1,2012
3804,Andre Galvao,144,Janne Autio,World Pro.,Submission,W,88KG,4F,2012
3806,Andre Galvao,144,Leo Maciel,World Pro.,Pts: 2x0,W,88KG,SF,2012
3807,Andre Galvao,144,Vitor ToledoVitor Toledo,World Pro.,Choke from back,W,88KG,F,2012
3827,Andre Galvao,144,Alexandre RibeiroAlexandre Ribeiro,World Pro.,Pts: 2x0,W,ABS,SF,2012
4149,Andre Galvao,144,Ryron GracieRyron Gracie,Metamoris,---,D,ABS,SPF,2012
4165,Andre Galvao,144,Diego Herzog,IBJJF Pro League,Pts: 7x0,W,94KG,4F,2012
4168,Andre Galvao,144,Rafael BarbosaRafael Barbosa,IBJJF Pro League,Choke from back,W,94KG,SF,2012
4175,Andre Galvao,144,James HarbisonJames Harbison,Houston Open,Pts: 13x0,W,88KG,SF,2012
4176,Andre Galvao,144,Diego Gamonal,Houston Open,Choke,W,88KG,F,2012
4472,Andre Galvao,144,Rafael LovatoRafael Lovato,Metamoris 2,Referee Decision,W,ABS,SPF,2013
4507,Andre Galvao,144,Max Freitas,Pan American,Armbar,W,ABS,R1,2013
4524,Andre Galvao,144,Tanner RiceTanner Rice,Pan American,Bow and arrow,W,ABS,R2,2013
4528,Andre Galvao,144,Orlando SanchezOrlando Sanchez,Pan American,Referee Decision,W,ABS,4F,2013
4530,Andre Galvao,144,Nivaldo OliveiraNivaldo Oliveira,Pan American,Pts: 2x0,W,ABS,SF,2013
4605,Andre Galvao,144,Jurandir ConceicaoJurandir Conceicao,Pan American,Armbar,W,88KG,R1,2013
4607,Andre Galvao,144,Renato CardosoRenato Cardoso,Pan American,Choke from back,W,88KG,R2,2013
4611,Andre Galvao,144,Tarsis HumphreysTarsis Humphreys,Pan American,Kimura,W,88KG,R1,2013
4668,Andre Galvao,144,Romulo BarralRomulo Barral,World Pro,Verbal tap,W,88KG,F,2013
4744,Andre Galvao,144,Nic RubenNic Ruben,World Champ.,Wristlock,W,ABS,RDS,2013
4754,Andre Galvao,144,Abraham MarteAbraham Marte,World Champ.,Kneebar,W,ABS,RDS,2013
4804,Andre Galvao,144,Dimitrius SouzaDimitrius Souza,World Champ.,Choke from back,W,88KG,4F,2013
5067,Andre Galvao,144,Braulio EstimaBraulio Estima,ADCC,RNC,W,ABS,SPF,2013
5298,Andre Galvao,144,Jurandir ConceicaoJurandir Conceicao,Pan American,Pts: 14x0,W,ABS,R2,2014
5316,Andre Galvao,144,DJ JacksonDJ Jackson,Pan American,Points,W,ABS,R3,2014
5320,Andre Galvao,144,Murilo SantanaMurilo Santana,Pan American,Points,W,ABS,4F,2014
5322,Andre Galvao,144,Felipe PenaFelipe Pena,Pan American,Pts: 4x2,W,ABS,SF,2014
5323,Andre Galvao,144,Leandro LoLeandro Lo,Pan American,Adv,W,ABS,F,2014
5420,Andre Galvao,144,Gabriel LucasGabriel Lucas,Pan American,Inverted armbar,W,O100KG,4F,2014
5422,Andre Galvao,144,Abraham MarteAbraham Marte,Pan American,Choke from back,W,O100KG,SF,2014
5423,Andre Galvao,144,Alexander TransAlexander Trans,Pan American,Adv,W,O100KG,F,2014
5613,Andre Galvao,144,Vinicius MarinhoVinicius Marinho,World Pro.,Pts: 2x0,W,ABS,R1,2014
5626,Andre Galvao,144,Abraham MarteAbraham Marte,World Pro.,wristlock,W,ABS,R2,2014
5631,Andre Galvao,144,Otavio SousaOtavio Sousa,World Pro.,Pts: 2x0,W,ABS,4F,2014
5636,Andre Galvao,144,Keenan CorneliusKeenan Cornelius,World Pro.,Referee Decision,W,ABS,3PLC,2014
5658,Andre Galvao,144,Diego Gamonal,World Pro.,"Pts: 0x0, Pen",W,88KG,R1,2014
5660,Andre Galvao,144,Rodrigo FajardoRodrigo Fajardo,World Pro.,Pts: 9x0,W,88KG,4F,2014
5664,Andre Galvao,144,Renato CardosoRenato Cardoso,World Pro.,"Pts: 0x0, Adv",W,88KG,SF,2014
5665,Andre Galvao,144,Romulo BarralRomulo Barral,World Pro.,Pts: 2x0,W,88KG,F,2014
5838,Andre Galvao,144,Luiz PanzaLuiz Panza,World Champ.,Choke from back,W,94KG,4F,2014
5842,Andre Galvao,144,Rafael LovatoRafael Lovato,World Champ.,Pts: 5x0,W,94KG,SF,2014
5869,Andre Galvao,144,Chael Sonnen,Metamoris 4,RNC,W,ABS,SPF,2014
6482,Andre Galvao,144,Gabriel Rosberg,European,Choke from back,W,ABS,R2,2015
6498,Andre Galvao,144,Thomas Johannesson,European,Armbar,W,ABS,R3,2015
6506,Andre Galvao,144,Erberth SantosErberth Santos,European,North south choke,W,ABS,4F,2015
6510,Andre Galvao,144,Tarcisio JardimTarcisio Jardim,European,Armbar,W,ABS,SF,2015
6512,Andre Galvao,144,Igor SilvaIgor Silva,European,Injury,W,ABS,F,2015
6590,Andre Galvao,144,Samuel Monin,European,Armbar,W,88KG,R2,2015
6598,Andre Galvao,144,Martin Aedma,European,Choke,W,88KG,4F,2015
6602,Andre Galvao,144,Rodrigo FajardoRodrigo Fajardo,European,Choke,W,88KG,SF,2015
6604,Andre Galvao,144,Renato CardosoRenato Cardoso,European,Pts: 4x0,W,88KG,F,2015
8000,Andre Galvao,144,Roberto AbreuRoberto Abreu,ADCC,Pts: 6x0,W,ABS,SPF,2015
8550,Andre Galvao,144,Romulo BarralRomulo Barral,Berkut 2,Pts: 1x0,W,ABS,SPF,2015
9357,Andre Galvao,144,Kitner Moura,Pan American,baseball choke,W,O100KG,4F,2016
9373,Andre Galvao,144,Tex JohnsonTex Johnson,Pan American,Choke,W,ABS,R2,2016
9390,Andre Galvao,144,Alexandro Ceconi,Pan American,Choke from back,W,ABS,8F,2016
9391,Andre Galvao,144,Leo NogueiraLeo Nogueira,Pan American,Pts: 4x0,W,ABS,4F,2016
9511,Andre Galvao,144,Patrick GaudioPatrick Gaudio,World Pro,"Pts: 0x0, Adv",W,ABS,R1,2016
9538,Andre Galvao,144,Davi RamosDavi Ramos,World Pro,"Pts: 0x0, Adv",W,ABS,R2,2016
9645,Andre Galvao,144,Tiago Pessoa,World Pro,Pts: 2x0,W,94KG,8F,2016
9649,Andre Galvao,144,Jackson SousaJackson Sousa,World Pro,Wristlock,W,94KG,4F,2016
9868,Andre Galvao,144,Bruno BastosBruno Bastos,FTW Pro 5,Choke from back,W,ABS,SPF,2016
10045,Andre Galvao,144,Felipe MotaFelipe Mota,World Champ.,Choke from back,W,94KG,R1,2016
10046,Andre Galvao,144,Lucas RochaLucas Rocha,World Champ.,"Pts: 2x2, Pen",W,94KG,4F,2016
10051,Andre Galvao,144,Cassio FrancisCassio Francis,World Champ.,"Pts: 4x4, Adv",W,94KG,SF,2016
10052,Andre Galvao,144,Jackson SousaJackson Sousa,World Champ.,Referee Decision,W,94KG,F,2016
12963,Andre Galvao,144,Eduardo TellesEduardo Telles,San Diego Open,Pts: 8x0,W,88KG,SF,2017
13174,Andre Galvao,144,Jorge Britto,World Champ.,Kimura,W,88KG,8F,2017
13176,Andre Galvao,144,Kit DaleKit Dale,World Champ.,Pts: 9x0,W,88KG,4F,2017
13180,Andre Galvao,144,Felipe PenaFelipe Pena,World Champ.,Pts: 2x0,W,88KG,SF,2017
13181,Andre Galvao,144,Patrick GaudioPatrick Gaudio,World Champ.,Referee Decision,W,88KG,F,2017
13759,Andre Galvao,144,Alexandre RibeiroAlexandre Ribeiro,IBJJF Pro GP,"Pts: 0x0, Adv",W,ABS,4F,2017
13956,Andre Galvao,144,Claudio CalasansClaudio Calasans,ADCC,Pts: 14x0,W,ABS,SPF,2017
16051,Andre Galvao,144,Jaime CanutoJaime Canuto,King of Mats,"Pts: 0x0, Adv",W,85KG,RR,2018
21938,Andre Galvao,144,Felipe PenaFelipe Pena,ADCC,Pts: 2x0,W,ABS,SPF,2019
31257,Andre Galvao,144,Reinier Ridder,One FC,---,D,ABS,SPF,2022
23473,Andre Gois,11646,Roberto AbreuRoberto Abreu,Miami WO,Choke,L,ABS,SF,2020
24073,Andre Gois,11646,Guthierry BarbosaGuthierry Barbosa,Grand Slam MIA,Pts: 2x1,L,85KG,SF,2020
24077,Andre Gois,11646,Matheus Oliveira,Grand Slam MIA,Pts: 2x0,L,85KG,RPC,2020
24207,Andre Gois,11646,Felipe Silva,Pan American,Pts: 2x0,L,82KG,8F,2020
24512,Andre Gois,11646,Michael TrassoMichael Trasso,No Gi Pan Am.,Pts: 2x0,L,79KG,R1,2020
24542,Andre Gois,11646,David GarmoDavid Garmo,No Gi Pan Am.,Guillotine,L,ABS,R1,2020
24605,Andre Gois,11646,Ronaldo JuniorRonaldo Junior,American Nats,Armbar,L,82KG,SF,2020
26181,Andre Gois,11646,Jeferson GuaresiJeferson Guaresi,NoGi Pan Am.,"Pts: 0x0, Adv",L,85KG,8F,2021
26717,Andre Gois,11646,Bruno MatiasBruno Matias,American Nats,Referee Decision,L,88KG,F,2021
27290,Andre Gois,11646,Ricardo RezendeRicardo Rezende,Grand Slam MIA,Triangle,L,85KG,4F,2021
27295,Andre Gois,11646,Alexandre JesusAlexandre Jesus,Grand Slam MIA,DQ,L,85KG,RPC,2021
27629,Andre Gois,11646,Yago SouzaYago Souza,Pan American,Choke from back,L,82KG,8F,2021
30177,Andre Gois,11646,Pedro MaiaPedro Maia,Sul Brasileiro,Choke,L,82KG,F,2022
31722,Andre Gois,11646,Felipe CesarFelipe Cesar,Pan American,Pts: 4x0,L,82KG,R2,2022
33026,Andre Gois,11646,Pedro MarinhoPedro Marinho,World Champ.,Guillotine,L,88KG,R1,2022
33432,Andre Gois,11646,Levi JonesLevi Jones,Washington DCO,"Pts: 2x2, Adv",L,88KG,F,2022
35392,Andre Gois,11646,Angelo ClaiborneAngelo Claiborne,Charlotte Open,"Pts: 0x0, Adv",L,88KG,F,2022
41976,Andre Gois,11646,Arthan Bandeira,NYC Open,Points,L,88KG,SF,2023
53661,Andre Gois,11646,Lucas MontalvaoLucas Montalvao,Charlotte FO,Adv,L,ABS,4F,2024
56879,Andre Gois,11646,Franco Diaz,Atlanta WO,Armbar,L,88KG,F,2025
23266,Andre Gois,11646,Jeovany Ortiz,Atlanta WO,Points,W,82KG,4F,2020
23267,Andre Gois,11646,Jake MackenzieJake Mackenzie,Atlanta WO,Points,W,82KG,SF,2020
23460,Andre Gois,11646,Lucas Santos,Miami WO,Choke from back,W,82KG,4F,2020
23461,Andre Gois,11646,Alexandre MolinaroAlexandre Molinaro,Miami WO,Armbar,W,82KG,SF,2020
23462,Andre Gois,11646,Julian Synan,Miami WO,Brabo choke,W,82KG,F,2020
23468,Andre Gois,11646,Thiago Alves,Miami WO,Cross choke,W,ABS,R1,2020
23470,Andre Gois,11646,Pedro Palhares,Miami WO,Points,W,ABS,4F,2020
24065,Andre Gois,11646,Nisar LoynabNisar Loynab,Grand Slam MIA,Pts: 2x1,W,85KG,R1,2020
24071,Andre Gois,11646,Gabriel AlmeidaGabriel Almeida,Grand Slam MIA,Referee Decision,W,85KG,4F,2020
24203,Andre Gois,11646,Eric Thomas,Pan American,Armbar,W,82KG,R1,2020
24502,Andre Gois,11646,Gialysson FreitasGialysson Freitas,No Gi Pan Am.,Pts: 2x0,W,79KG,R1,2020
24601,Andre Gois,11646,Matheus Oliveira,American Nats,Pts: 3x0,W,82KG,4F,2020
25778,Andre Gois,11646,Joshua McKinney,Charleston Open,Violin armlock,W,88KG,RR,2021
25779,Andre Gois,11646,Joshua McKinney,Charleston Open,Toe hold,W,88KG,F,2021
26175,Andre Gois,11646,Thiago Graca,NoGi Pan Am.,Pts: 6x4,W,85KG,R1,2021
26579,Andre Gois,11646,Julian Synan,Atlanta Open,Choke from back,W,88KG,SF,2021
26580,Andre Gois,11646,Anthony Elbert,Atlanta Open,N/A,W,88KG,F,2021
26713,Andre Gois,11646,Rhehan Silva,American Nats,Triangle,W,88KG,4F,2021
26716,Andre Gois,11646,Joshua McKinney,American Nats,Choke from back,W,88KG,SF,2021
26769,Andre Gois,11646,Romualdo Andrade,American NGN,Outside heel hook,W,85KG,4F,2021
26773,Andre Gois,11646,Armando Esquer,American NGN,Inside heel hook,W,85KG,SF,2021
26774,Andre Gois,11646,Stanley Rosa,American NGN,Pts: 26x0,W,85KG,F,2021
27621,Andre Gois,11646,Ularislao Cordova,Pan American,Kneebar,W,82KG,R1,2021
30175,Andre Gois,11646,Vandicleidisson S.,Sul Brasileiro,Pts: 20x4,W,82KG,SF,2022
31284,Andre Gois,11646,Francisco CuneoFrancisco Cuneo,Charleston Open,Pts: 7x0,W,82KG,SF,2022
31285,Andre Gois,11646,Italo MouraItalo Moura,Charleston Open,N/A,W,82KG,F,2022
31714,Andre Gois,11646,Clayton Mayfield,Pan American,Pts: 4x0,W,82KG,R1,2022
38990,Andre Gois,11646,Bruno Moraes,Charleston Open,Armbar,W,88KG,SF,2023
38991,Andre Gois,11646,Gyalisson Freitas,Charleston Open,Kneebar,W,88KG,F,2023
43603,Andre Gois,11646,Thiago Oliveira,Charlotte Open,Cross choke,W,88KG,RR,2023
43604,Andre Gois,11646,Keith Pastrana,Charlotte Open,"Pts: 0x0, Adv",W,88KG,RR,2023
46929,Andre Gois,11646,Daniel Donahue,Atlanta WO,"Pts: 0x0, Adv",W,88KG,SF,2024
46930,Andre Gois,11646,Clay Mayfield,Atlanta WO,"Pts: 0x0, Adv",W,88KG,F,2024
53075,Andre Gois,11646,Guilherme RochaGuilherme Rocha,Atlanta FO,Pts: 2x0,W,82KG,SF,2024
53076,Andre Gois,11646,Elijah Youngblood,Atlanta FO,Injury,W,82KG,F,2024
53665,Andre Gois,11646,Dante Muschamp,Charlotte FNGO,Points,W,85KG,F,2024
56875,Andre Gois,11646,Angelo Paolo,Atlanta WO,Pts: 2x0,W,88KG,4F,2025
56878,Andre Gois,11646,Jose Peixoto,Atlanta WO,Pts: 4x2,W,88KG,SF,2025
23891,Andre Porfirio,11384,Pedro MarinhoPedro Marinho,Kumite V,Referee Decision,L,ABS,SPF,2020
24624,Andre Porfirio,11384,Joao RochaJoao Rocha,American Nats,Violin armlock,L,ABS,8F,2020
25212,Andre Porfirio,11384,F. Papasidero,B2 Grappling,RNC,L,O93KG,F,2021
25472,Andre Porfirio,11384,Thiago AbudThiago Abud,Orlando Open,"Pts: 2x2, Adv",L,ABS,4F,2021
25508,Andre Porfirio,11384,Diego RamalhoDiego Ramalho,Orlando NGO,Heel hook,L,ABS,4F,2021
26191,Andre Porfirio,11384,Hunter Colvin,NoGi Pan Am.,Triangle armbar,L,91KG,R1,2021
26231,Andre Porfirio,11384,Italo MouraItalo Moura,NoGi Pan Am.,Pts: 6x2,L,ABS,R1,2021
26581,Andre Porfirio,11384,Dominique BellDominique Bell,Atlanta Open,"Pts: 0x0, Adv",L,94KG,F,2021
26605,Andre Porfirio,11384,Gialysson FreitasGialysson Freitas,Atlanta NGO,Pts: 4x0,L,ABS,R1,2021
26912,Andre Porfirio,11384,Bruno MatiasBruno Matias,Chicago Open,Referee Decision,L,ABS,F,2021
26926,Andre Porfirio,11384,Bruno MatiasBruno Matias,Chicago NGO,Inside heel hook,L,ABS,SF,2021
27007,Andre Porfirio,11384,Adam Bradley,Austin NGO,Pts: 6x4,L,91KG,F,2021
27013,Andre Porfirio,11384,Max GimenisMax Gimenis,Austin NGO,RNC,L,ABS,SF,2021
27556,Andre Porfirio,11384,Gustavo BatistaGustavo Batista,Pan American,Choke,L,ABS,4F,2021
28232,Andre Porfirio,11384,Gabriel AlmeidaGabriel Almeida,NoGi Worlds,Inside heel hook,L,ABS,4F,2021
29593,Andre Porfirio,11384,Lucas BarbosaLucas Barbosa,World Champ.,RNC,L,88KG,SF,2021
30107,Andre Porfirio,11384,Claudio CalasansClaudio Calasans,ADCC BR1 Trials,Referee Decision,L,88KG,SF,2022
30401,Andre Porfirio,11384,Alexandre JesusAlexandre Jesus,ADCC BR2 Trials,Referee Decision,L,88KG,SF,2022
30851,Andre Porfirio,11384,Andy MurasakiAndy Murasaki,Dallas Open,Pts: 4x0,L,ABS,F,2022
31755,Andre Porfirio,11384,Pedro MarinhoPedro Marinho,Pan American,Pts: 4x2,L,94KG,4F,2022
32830,Andre Porfirio,11384,Bruno MatiasBruno Matias,Houston Open,"Pts: 2x2, Adv",L,88KG,F,2022
32875,Andre Porfirio,11384,Oliver TazaOliver Taza,Houston NGO,Pts: 2x0,L,ABS,F,2022
33036,Andre Porfirio,11384,Leandro LoLeandro Lo,World Champ.,Pts: 4x0,L,88KG,4F,2022
34713,Andre Porfirio,11384,Matheus GodoyMatheus Godoy,Grand Slam MIA,Pts: 5x4,L,94KG,4F,2022
35276,Andre Porfirio,11384,Kyle BoehmKyle Boehm,EBI 20,RNC,L,ABS,SF,2022
35985,Andre Porfirio,11384,Isaque BahienseIsaque Bahiense,IBJJF GP,Kimura,L,88KG,SF,2022
35987,Andre Porfirio,11384,Ronaldo JuniorRonaldo Junior,IBJJF GP,Choke from back,L,88KG,3RD,2022
42655,Andre Porfirio,11384,Roberto JimenezRoberto Jimenez,Blue Collar,RNC,L,ABS,4F,2023
