Competing Athlete,Opponent,Event,Method,Result
Edward Cummings,12444,Samir ChantreSamir Chantre,W,Referee Decision
Edward Cummings,14505,Jacob Sandoval,W,RNC
Edward Cummings,15869,Renato CanutoRenato Canuto,W,Referee Decision
Edward Cummings,19784,William Wolk,W,Referee Decision
Edwin Najmi,8028,Lachlan GilesLachlan Giles,L,"Pts: 4x4, Adv"
Edwin Najmi,8876,Dillon DanisDillon Danis,L,Pts: 7x0
Edwin Najmi,8881,Patrick GaudioPatrick Gaudio,L,Pts: 2x0
Edwin Najmi,8884,Diego BorgesDiego Borges,L,"Pts: 2x2, Adv"
Edwin Najmi,8937,Alex Cabanes,L,"Pts: 6x6, Pen"
Edwin Najmi,9608,Jhonny LoureiroJhonny Loureiro,L,"Pts: 2x2, Adv"
Edwin Najmi,9988,Lucas LepriLucas Lepri,L,Choke from back
Edwin Najmi,11453,Marcio AndreMarcio Andre,L,Pts: 4x2
Edwin Najmi,12657,Gabriel ArgesGabriel Arges,L,Pts: 2x0
Edwin Najmi,13126,Yan LucasYan Lucas,L,Pts: 2x0
Edwin Najmi,13672,Marcio AndreMarcio Andre,L,Referee Decision
Edwin Najmi,14922,Masahiro IwasakiMasahiro Iwasaki,L,Pts: 2x0
Edwin Najmi,15326,Davi RamosDavi Ramos,L,Referee Decision
Edwin Najmi,15859,Luan CarvalhoLuan Carvalho,L,Referee Decision
Edwin Najmi,16102,Thomas Keenan,L,Pts: 2x0
Edwin Najmi,16146,Espen MathiesenEspen Mathiesen,L,"Pts: 0x0, Adv"
Edwin Najmi,16160,Jaime CanutoJaime Canuto,L,"Pts: 0x0, Adv"
Edwin Najmi,16511,Espen MathiesenEspen Mathiesen,L,Choke from back
Edwin Najmi,19798,Dante LeonDante Leon,L,RNC
Edwin Najmi,21878,Celso ViniciusCelso Vinicius,L,Referee Decision
Edwin Najmi,21928,Garry TononGarry Tonon,L,Inside heel hook
Edwin Najmi,22435,Jaime CanutoJaime Canuto,L,Referee Decision
Edwin Najmi,22672,Matheus GabrielMatheus Gabriel,L,Pts: 4x2
Edwin Najmi,23817,Jonnatas GracieJonnatas Gracie,L,Referee Decision
Edwin Najmi,25026,Kody SteeleKody Steele,L,Referee Decision
Edwin Najmi,27233,Johnny TamaJohnny Tama,L,Inside heel hook
Edwin Najmi,27538,Jackson NagaiJackson Nagai,L,Triangle
Edwin Najmi,7640,Igor Mocaiber,W,Bow and arrow
Edwin Najmi,8027,Michael Hoorigan,W,Darce choke
Edwin Najmi,8888,Luan CarvalhoLuan Carvalho,W,DQ
Edwin Najmi,8926,Diego VivaldoDiego Vivaldo,W,"Pts: 6x6, Adv"
Edwin Najmi,8934,Kevin MahechaKevin Mahecha,W,Toe hold
Edwin Najmi,9039,Ilke BulutIlke Bulut,W,Referee Decision
Edwin Najmi,9265,Rafael MansurRafael Mansur,W,Estima lock
Edwin Najmi,9272,Michael LieraMichael Liera,W,"Pts: 4x4, Adv"
Edwin Najmi,9276,Rodrigo FreitasRodrigo Freitas,W,Choke from back
Edwin Najmi,9278,Francisco IturraldeFrancisco Iturralde,W,Estima lock
Edwin Najmi,9596,Adriano Araujo,W,Choke
Edwin Najmi,9600,Caio AlmeidaCaio Almeida,W,"Pts: 2x2, Adv"
Edwin Najmi,9981,Alex Cabanes,W,"Pts: 2x2, Adv"
Edwin Najmi,9985,Michael LieraMichael Liera,W,"Pts: 0x0, Adv"
Edwin Najmi,9987,Gabriel RolloGabriel Rollo,W,Darce choke
Edwin Najmi,10364,Osvaldo MoizinhoOsvaldo Moizinho,W,Referee Decision
Edwin Najmi,10447,Vitor OliveiraVitor Oliveira,W,Darce choke
Edwin Najmi,10448,Victor SilverioVictor Silverio,W,Injury
Edwin Najmi,10688,Kevin MahechaKevin Mahecha,W,Straight ankle lock
Edwin Najmi,11273,Bill CooperBill Cooper,W,Darce choke
Edwin Najmi,11277,Marcelo MafraMarcelo Mafra,W,Referee Decision
Edwin Najmi,11279,John CombsJohn Combs,W,Estima lock
Edwin Najmi,11450,Adriano Araujo,W,Darce choke
Edwin Najmi,11455,Alexandre CavaliereAlexandre Cavaliere,W,RNC
Edwin Najmi,11774,Nathan MendelsohnNathan Mendelsohn,W,Referee Decision
Edwin Najmi,11950,Daud Adaev,W,Flying triangle
Edwin Najmi,11954,Michael LanghiMichael Langhi,W,Referee Decision
Edwin Najmi,11956,Marcio AndreMarcio Andre,W,Triangle
Edwin Najmi,12646,Hamzeh Rashid,W,Choke
Edwin Najmi,12650,Oliver Lovell,W,RNC
Edwin Najmi,12651,Jonathan SatavaJonathan Satava,W,Pts: 2x0
Edwin Najmi,13121,Kevin MahechaKevin Mahecha,W,Choke from back
Edwin Najmi,13669,Thiago AbreuThiago Abreu,W,Darce choke
Edwin Najmi,13670,Davi RamosDavi Ramos,W,RNC
Edwin Najmi,14914,Espen MathiesenEspen Mathiesen,W,"Pts: 2x2, Adv"
Edwin Najmi,14919,Ricardo Rocha,W,Darce choke
Edwin Najmi,16101,Thomas Keenan,W,Choke from back
Edwin Najmi,16103,Thomas Keenan,W,Referee Decision
Edwin Najmi,16158,Oliver Lovell,W,Pts: 6x2
Edwin Najmi,16343,Rodrigo CaporalRodrigo Caporal,W,RNC
Edwin Najmi,16491,Dainis Nguyen,W,Pts: 5x0
Edwin Najmi,16510,Ricardo Rocha,W,Pts: 2x0
Edwin Najmi,17804,Tarsis HumphreysTarsis Humphreys,W,Referee Decision
Edwin Najmi,20876,Gianni GrippoGianni Grippo,W,Points
Edwin Najmi,21272,DJ JacksonDJ Jackson,W,Referee Decision
Edwin Najmi,21528,Mansher KheraMansher Khera,W,Referee Decision
Edwin Najmi,21978,Mathias LunaMathias Luna,W,RNC
Edwin Najmi,22822,Ben Leny,W,Darce choke
Edwin Najmi,23447,Johnny TamaJohnny Tama,W,Referee Decision
Edwin Najmi,23536,N/A,W,Flying triangle
Edwin Najmi,23763,Ben Henderson,W,Triangle
Edwin Najmi,23845,Osvaldo MoizinhoOsvaldo Moizinho,W,RNC
Edwin Najmi,23980,Michael LieraMichael Liera,W,Referee Decision
Edwin Najmi,27017,Jeremy Kennedy,W,EBI/OT
Edwin Junny,21401,Joao MiyaoJoao Miyao,L,Pts: 2x1
Edwin Junny,21579,Malachi EdmondMalachi Edmond,L,Pts: 4x2
Edwin Junny,22163,Rodnei BarbosaRodnei Barbosa,L,Points
Edwin Junny,22458,Jose Albor,L,Points
Edwin Junny,22859,Hiago GeorgeHiago George,L,Armlock
Edwin Junny,24416,Kennedy MacielKennedy Maciel,L,Armbar
Edwin Junny,25206,Geo MartinezGeo Martinez,L,Referee Decision
Edwin Junny,26121,Bebeto Oliveira,L,Pts: 4x2
Edwin Junny,26640,Mikey MusumeciMikey Musumeci,L,Referee Decision
Edwin Junny,28252,Bebeto Oliveira,L,"Pts: 0x0, Adv"
Edwin Junny,28845,Deandre CorbeDeandre Corbe,L,Referee Decision
Edwin Junny,31568,Deandre CorbeDeandre Corbe,L,Pts: 2x0
Edwin Junny,32554,Bebeto Oliveira,L,Pts: 8x4
Edwin Junny,32934,Yuta ShimadaYuta Shimada,L,"Pts: 4x4, Adv"
Edwin Junny,36923,Lucas PinheiroLucas Pinheiro,L,Pts: 7x0
Edwin Junny,38050,Leo Souza,L,Pts: 6x4
Edwin Junny,41027,Joey Diehl,L,Kneebar
Edwin Junny,51122,Valor Ulysses,L,"Pts: 0x0, Adv"
Edwin Junny,21395,Geo MartinezGeo Martinez,W,Pts: 2x0
Edwin Junny,21397,Jon CalestineJon Calestine,W,Pts: 3x2
Edwin Junny,21399,M. Imanari,W,Pts: 8x1
Edwin Junny,22161,Anthony Oliveira,W,Pts: 4x2
Edwin Junny,22464,Rene Lopez,W,DQ
Edwin Junny,22466,Alexis AlduncinAlexis Alduncin,W,Pts: 2x0
Edwin Junny,22699,Suraj Budhram,W,Katagatame
Edwin Junny,23848,Justin Ordinario,W,Z Lock
Edwin Junny,23883,Gabe Tuttle,W,Referee Decision
Edwin Junny,23909,Lucas PinheiroLucas Pinheiro,W,Referee Decision
Edwin Junny,24010,Marcelo CohenMarcelo Cohen,W,Inside heel hook
Edwin Junny,24283,Jose LimaJose Lima,W,Inverted triangle
Edwin Junny,25066,Adam FerraraAdam Ferrara,W,Inside heel hook
Edwin Junny,25480,Rashawn Kershaw,W,Inside heel hook
Edwin Junny,25482,Estevan MartinezEstevan Martinez,W,Referee Decision
Edwin Junny,25982,Taniel Jesus,W,Referee Decision
Edwin Junny,26117,Huthayfah Penney,W,N/A
Edwin Junny,26945,Bebeto Oliveira,W,Referee Decision
Edwin Junny,27901,Marko Oikarainen,W,Outside heel hook
Edwin Junny,28249,Marcus BeddorMarcus Beddor,W,Inside heel hook
Edwin Junny,28805,J. Oyervidez,W,Footlock
Edwin Junny,28818,Damon Morgan,W,"Pts: 0x0, Pen"
Edwin Junny,28827,Logan Santos,W,Inside heel hook
Edwin Junny,28840,Adam BenayounAdam Benayoun,W,Referee Decision
Edwin Junny,29108,Francesco Dimartino,W,Inside heel hook
Edwin Junny,29109,Reynaldo Leon,W,Pts: 15x0
Edwin Junny,30499,Frank CespedesFrank Cespedes,W,Pts: 10x8
Edwin Junny,30716,Suraj Budhram,W,"Pts: 4x4, Adv"
Edwin Junny,30717,Matheus Fonseca,W,Pts: 10x6
Edwin Junny,31527,Anthony Lopez,W,Inside heel hook
Edwin Junny,31544,Tommy Espinoza,W,Armbar
Edwin Junny,31557,Daniel Lyons,W,Katagatame
Edwin Junny,32548,Tadiyah DanforthTadiyah Danforth,W,"Pts: 2x2, Adv"
Edwin Junny,32553,Justin Carneiro,W,Straight ankle lock
Edwin Junny,33780,Jesse Sosa,W,Junny lock
Edwin Junny,34481,Jhonatas Ramos,W,Inside heel hook
Edwin Junny,34483,Hiago GamaHiago Gama,W,Straight ankle lock
Edwin Junny,36659,Huthayfah Penney,W,Outside heel hook
Edwin Junny,36660,David TeraoDavid Terao,W,Adv
Edwin Junny,36917,Rene Lopez,W,Inside heel hook
Edwin Junny,36921,Leo Souza,W,Aoki lock
Edwin Junny,39480,Isaac Cordova,W,Pts: 3x0
Edwin Junny,39482,Juan Rasmussen,W,Pts: 9x0
Edwin Junny,39484,Isaac Cordova,W,Pts: 3x0
Edwin Junny,39985,Chris TranChris Tran,W,Katagatame
Edwin Junny,41983,Chris TranChris Tran,W,Footlock
Edwin Junny,41984,Kevin Dantzler,W,Inside heel hook
Edwin Junny,43474,Lucas Bosshard,W,Inside heel hook
Edwin Junny,43475,Roiter LimaRoiter Lima,W,"Pts: 2x2, Adv"
Edwin Junny,43477,Emilio HernandezEmilio Hernandez,W,"Pts: 2x2, Adv"
Edwin Junny,44324,Jose Joaquin,W,Inside heel hook
Edwin Junny,44328,Valor Boyer,W,Referee Decision
Edwin Junny,44329,Lucas Feitosa,W,Violin armlock
Edwin Junny,45792,Demian Gomez,W,"Pts: 8x8, Adv"
Edwin Junny,45798,Willis NunesWillis Nunes,W,Inside heel hook
Edwin Junny,45801,Shoya Ishiguro,W,Pts: 8x4
Edwin Junny,45802,Zach KainaZach Kaina,W,"Pts: 0x0, Adv"
Edwin Junny,50255,Howard Fernandez,W,Heel hook
Edwin Junny,50281,Tomas Sanchez,W,Aoki lock
Edwin Junny,50293,Guilherme Oliveira,W,Heel hook
Edwin Junny,51120,Larry Ruiz,W,Aoki lock
Edwin Junny,52721,Larry Ruiz,W,Inside heel hook
Edwin Junny,52723,Coco Izutsu,W,"Pts: 0x0, Adv"
Edwin Junny,54026,Loris Zanolini,W,Inside heel hook
Edwin Junny,54030,Daniel Groot,W,"Pts: 0x0, Adv"
Edwin Junny,54032,Leo Souza,W,Pts: 8x0
Edwin Junny,54549,Frank CespedesFrank Cespedes,W,"Pts: 6x6, Adv"
Edwin Junny,54552,Roiter LimaRoiter Lima,W,Pts: 6x4
Edwin Junny,54553,Isaac Cordova,W,Pts: 4x2
Eldar Rafigaev,14564,Adam WardzinskiAdam Wardzinski,L,Pts: 13x6
Eldar Rafigaev,15471,Mathias Ribeiro,L,N/A
Eldar Rafigaev,15576,Adam WardzinskiAdam Wardzinski,L,DQ
Eldar Rafigaev,15919,Tommy LangakerTommy Langaker,L,Pts: 15x0
Eldar Rafigaev,15927,Gabriel LucasGabriel Lucas,L,Pts: 2x0
Eldar Rafigaev,15938,Gabriel LucasGabriel Lucas,L,Pts: 2x0
Eldar Rafigaev,16188,Erberth SantosErberth Santos,L,Footlock
Eldar Rafigaev,16194,Nelton PontesNelton Pontes,L,Pts: 10x0
Eldar Rafigaev,16405,Adam WardzinskiAdam Wardzinski,L,Shoulder pressure
Eldar Rafigaev,16804,Sebastian BroscheSebastian Brosche,L,Points
Eldar Rafigaev,17127,Seif HoumineSeif Houmine,L,Pts: 5x0
Eldar Rafigaev,17972,Diego RamalhoDiego Ramalho,L,Pts: 4x2
Eldar Rafigaev,18035,Adam WardzinskiAdam Wardzinski,L,Pts: 21x2
Eldar Rafigaev,18223,R. EvangelistaR. Evangelista,L,"Pts: 2x2, Adv"
Eldar Rafigaev,18224,R. EvangelistaR. Evangelista,L,Pts: 2x0
Eldar Rafigaev,19015,Luka Skoric,L,"Pts: 0x0, Adv"
Eldar Rafigaev,19154,R. EvangelistaR. Evangelista,L,Pts: 5x0
Eldar Rafigaev,19533,Lukasz Michalec,L,RNC
Eldar Rafigaev,20155,R. EvangelistaR. Evangelista,L,Pts: 3x0
Eldar Rafigaev,20852,Luca AnacoretaLuca Anacoreta,L,Bow and arrow
Eldar Rafigaev,21840,Kaynan DuarteKaynan Duarte,L,RNC
Eldar Rafigaev,22020,Matheus GodoyMatheus Godoy,L,Pts: 2x0
Eldar Rafigaev,22021,Matheus LunaMatheus Luna,L,Pts: 3x0
Eldar Rafigaev,22644,Bruno LimaBruno Lima,L,Pts: 4x0
Eldar Rafigaev,23368,Mauricio Lima,L,Pts: 3x0
Eldar Rafigaev,23370,Mauricio Lima,L,Submission
Eldar Rafigaev,23488,I. Umarov,L,Points
Eldar Rafigaev,35517,Euclides Castro,L,Pts: 3x2
Eldar Rafigaev,42478,John Hansen,L,Pts: 7x2
Eldar Rafigaev,42500,Danielius Grebliunas,L,Pts: 5x3
Eldar Rafigaev,44994,Anton Mikenko,L,Pts: 2x0
Eldar Rafigaev,45009,Yatan BuenoYatan Bueno,L,Pts: 3x0
Eldar Rafigaev,53946,S. Abussalikhov,L,N/A
Eldar Rafigaev,14083,Martin Gobel,W,Kimura
Eldar Rafigaev,14084,Patryk Wysocki,W,Points
Eldar Rafigaev,14097,Martin Gobel,W,Footlock
Eldar Rafigaev,14098,Marek Zbrog,W,Short choke
Eldar Rafigaev,14561,Oualid Sbai,W,Footlock
Eldar Rafigaev,14563,Seba Szyszka,W,Footlock
Eldar Rafigaev,14565,Samir Krvavac,W,Footlock
Eldar Rafigaev,14566,Samir Krvavac,W,Footlock
Eldar Rafigaev,14567,Samir Krvavac,W,Pts: 13x2
Eldar Rafigaev,14570,Antonio Junior,W,Footlock
Eldar Rafigaev,14571,Luca AnacoretaLuca Anacoreta,W,Footlock
Eldar Rafigaev,14572,Antonio Junior,W,Footlock
Eldar Rafigaev,14573,Bruno Reale,W,Footlock
Eldar Rafigaev,14809,Estefan Joseph,W,Referee Decision
Eldar Rafigaev,14811,Faisal AlKitbeFaisal AlKitbe,W,Footlock
Eldar Rafigaev,14812,Julian Stonjek,W,Footlock
Eldar Rafigaev,14813,B. Zawadzki,W,Footlock
Eldar Rafigaev,15221,Eduardo Silveira,W,Footlock
Eldar Rafigaev,15222,Melksedec Franco,W,Footlock
Eldar Rafigaev,15223,Luca AnacoretaLuca Anacoreta,W,DQ
Eldar Rafigaev,15229,Jorge Imbrosio,W,Footlock
Eldar Rafigaev,15233,Jorge Imbrosio,W,Footlock
Eldar Rafigaev,15238,Igor SilvaIgor Silva,W,Footlock
Eldar Rafigaev,15239,Antonio Junior,W,Footlock
Eldar Rafigaev,15244,Mathias Schiemann,W,Footlock
Eldar Rafigaev,15245,Felipe Xavier,W,Footlock
Eldar Rafigaev,15464,Bruno Borges,W,RNC
Eldar Rafigaev,15469,Martin Gobel,W,Submission
Eldar Rafigaev,15470,Rodrigo Silva,W,Kneebar
Eldar Rafigaev,15569,M. Maciejewski,W,Footlock
Eldar Rafigaev,15570,Jarosław Gajek,W,Footlock
Eldar Rafigaev,15571,Antonio Junior,W,Footlock
Eldar Rafigaev,15572,Helton JoseHelton Jose,W,Referee Decision
Eldar Rafigaev,15574,Jedrzej Loska,W,Pts: 11x0
Eldar Rafigaev,15674,Edward Ingamells,W,Footlock
Eldar Rafigaev,15675,Jamie Hughes,W,Kneebar
Eldar Rafigaev,15698,Edward Ingamells,W,Straight ankle lock
Eldar Rafigaev,15914,Ronaldo Jesus,W,Footlock
Eldar Rafigaev,15917,Douglas Felippe,W,DQ
Eldar Rafigaev,15923,Moku Kahawai,W,Pts: 2x0
Eldar Rafigaev,15925,Rogel Monsalve,W,Pts: 2x0
Eldar Rafigaev,15935,Joseph Moku,W,Pts: 2x0
Eldar Rafigaev,15937,Rogel Monsalve,W,N/A
Eldar Rafigaev,16402,Tyrone Gonsalves,W,Triangle
Eldar Rafigaev,16403,Martin Gobel,W,Cross choke
Eldar Rafigaev,16807,Martin Gobel,W,N/A
Eldar Rafigaev,16808,Rodrigo Silva,W,Choke from back
Eldar Rafigaev,16809,Nicolas Penzer,W,RNC
Eldar Rafigaev,17125,B. MatiasB. Matias,W,Footlock
Eldar Rafigaev,17142,Antonio Junior,W,Footlock
Eldar Rafigaev,17144,Seif HoumineSeif Houmine,W,Footlock
Eldar Rafigaev,17798,Benjamin Sehic,W,RNC
Eldar Rafigaev,17799,Victor Pejgorski,W,Submission
Eldar Rafigaev,17800,Zois Kaperonis,W,RNC
Eldar Rafigaev,17801,I. Arzoumanidis,W,Straight ankle lock
Eldar Rafigaev,17893,Paulo Brasil,W,Toe hold
Eldar Rafigaev,17896,Nicolas Penzer,W,Triangle
Eldar Rafigaev,17971,Cedric Bonnet,W,Pts: 18x0
Eldar Rafigaev,18033,Samir Krvavac,W,Submission
Eldar Rafigaev,18036,Samir Krvavac,W,Pts: 18x0
Eldar Rafigaev,18037,Ioannis Rousakis,W,Footlock
Eldar Rafigaev,18038,Andreas Perales,W,Footlock
Eldar Rafigaev,18228,Paulo Brasil,W,Footlock
Eldar Rafigaev,18230,Henrique CardosoHenrique Cardoso,W,Kneebar
Eldar Rafigaev,18231,Bruno Borges,W,Kneebar
Eldar Rafigaev,18411,P. Kwiatkowski,W,Pts: 52x0
Eldar Rafigaev,18568,Max Arnold,W,Footlock
Eldar Rafigaev,18569,Max Arnold,W,Footlock
Eldar Rafigaev,19018,Matko Kvesic,W,Pts: 2x0
Eldar Rafigaev,19152,Walter dos Santos,W,Footlock
Eldar Rafigaev,19155,Arthur Pucci,W,Referee Decision
Eldar Rafigaev,19532,Tiago Silva,W,Footlock
Eldar Rafigaev,19537,Thiago AbudThiago Abud,W,Kneebar
Eldar Rafigaev,19540,J. Mroczkowski,W,Straight Ankle Lock
Eldar Rafigaev,19541,David Benzaken,W,Points
Eldar Rafigaev,19542,Piotr Frechowicz,W,Kneebar
Eldar Rafigaev,19543,Dmitrii Vostrikov,W,Toe hold
Eldar Rafigaev,19861,Martin Gobel,W,Footlock
Eldar Rafigaev,19862,Lukasz Michalec,W,Points
Eldar Rafigaev,19951,Luka Skoric,W,Kneebar
Eldar Rafigaev,19952,Nicolas Penzer,W,Pts: 8x0
Eldar Rafigaev,20029,Krzysztof Flak,W,Footlock
Eldar Rafigaev,20030,Edvin Ramdedovic,W,Footlock
Eldar Rafigaev,20152,Muslim PatsarigovMuslim Patsarigov,W,Triangle
Eldar Rafigaev,20498,Amarildo Dumas,W,Footlock
Eldar Rafigaev,20499,David Benzaken,W,Footlock
Eldar Rafigaev,20853,Danilo Lopes,W,Footlock
Eldar Rafigaev,21550,Martin Gobel,W,Submission
Eldar Rafigaev,21556,Martin Gobel,W,Armbar
Eldar Rafigaev,22018,Almog Britsch,W,Footlock
Eldar Rafigaev,22443,Hassine Azarkan,W,Armbar
Eldar Rafigaev,22642,Raphael Souza,W,Points
Eldar Rafigaev,22658,Samuel Khan,W,Submission
Eldar Rafigaev,22660,Leon LarmanLeon Larman,W,Referee Decision
Eldar Rafigaev,23369,Walter Santos,W,Referee Decision
Eldar Rafigaev,23486,A. Britsch,W,Footlock
Eldar Rafigaev,23487,J. Czuback,W,Footlock
Eldar Rafigaev,23491,Marek Bujlo,W,Submission
Eldar Rafigaev,23492,Jan Zander,W,Submission
Eldar Rafigaev,35518,Wesley Lopes,W,Pts: 6x1
Eldar Rafigaev,42481,Ivan Snihur,W,Triangle
Eldar Rafigaev,45003,Alfonso Figueredo,W,Pts: 27x0
Eldar Rafigaev,45006,Dmitrii Vostrikov,W,Submission
Eldar Rafigaev,53949,I. Snihur,W,N/A
Eldar Rafigaev,53951,A. Gairbekov,W,N/A
Eldar Rafigaev,56905,Marcin Klonowski,W,Kneebar
Eldar Rafigaev,56906,Juan Albarello,W,Submission
Elder Cruz,28954,Giancarlo BodoniGiancarlo Bodoni,L,Pts: 3x0
Elder Cruz,31312,Ryan AitkenRyan Aitken,L,EBI/OT
Elder Cruz,31340,Rida HaisamRida Haisam,L,RNC
Elder Cruz,31395,Paul ArdilaPaul Ardila,L,Inside heel hook
Elder Cruz,34275,Ryan AitkenRyan Aitken,L,EBI/OT
Elder Cruz,35130,Kaynan DuarteKaynan Duarte,L,Pts: 5x2
Elder Cruz,35170,Roberto AbreuRoberto Abreu,L,Pts: 3x0
Elder Cruz,35679,Pedro RochaPedro Rocha,L,Pts: 4x0
Elder Cruz,35695,Henrique CardosoHenrique Cardoso,L,Inside heel hook
Elder Cruz,37482,Carlos Neto,L,Pts: 2x0
Elder Cruz,37895,Caio ViniciusCaio Vinicius,L,Pts: 10x0
Elder Cruz,37908,Caio ViniciusCaio Vinicius,L,Pts: 4x0
Elder Cruz,38102,Joao CizeskiJoao Cizeski,L,Referee Decision
Elder Cruz,38129,Johnatha AlvesJohnatha Alves,L,Pts: 22x0
Elder Cruz,38581,Sebastian RodriguezSebastian Rodriguez,L,"Pts: 2x2, Pen"
Elder Cruz,39238,Ronaldo JuniorRonaldo Junior,L,Pts: 20x4
Elder Cruz,40239,Rafael LovatoRafael Lovato,L,RNC
Elder Cruz,40506,Matheus SpirandeliMatheus Spirandeli,L,Pts: 21x2
Elder Cruz,40689,Kaynan DuarteKaynan Duarte,L,Choke from back
Elder Cruz,41110,Luke GriffithLuke Griffith,L,RNC
Elder Cruz,42652,Giancarlo BodoniGiancarlo Bodoni,L,Points
Elder Cruz,43444,Joao RochaJoao Rocha,L,Pts: 3x0
Elder Cruz,43894,Jacob CouchJacob Couch,L,Outside heel hook
Elder Cruz,45939,Roosevelt SousaRoosevelt Sousa,L,Outside heel hook
Elder Cruz,47320,Dante LeonDante Leon,L,"Pts: 0x0, Adv"
Elder Cruz,48403,William TackettWilliam Tackett,L,Pts: 3x0
Elder Cruz,49620,Rafael VasconcelosRafael Vasconcelos,L,Referee Decision
Elder Cruz,49625,Sebastian Guevara,L,Armbar
Elder Cruz,50481,Filipe Pimentel,L,Referee Decision
Elder Cruz,52512,Felipe CostaFelipe Costa,L,Pts: 2x0
Elder Cruz,52580,Mica GalvaoMica Galvao,L,RNC
Elder Cruz,56053,Marcos Carrozzino,L,Pts: 6x0
Elder Cruz,56823,Roberto JimenezRoberto Jimenez,L,Armbar
Elder Cruz,26008,Daniel Manasoiu,W,Referee Decision
Elder Cruz,26017,Rene Sousa,W,Referee Decision
Elder Cruz,28918,Pablo Montes,W,Pts: 7x0
Elder Cruz,28928,Daishi Goto,W,Pts: 13x0
Elder Cruz,28940,Devon Cura,W,Pts: 7x0
Elder Cruz,28948,Sean Yadimarco,W,Pts: 3x0
Elder Cruz,28952,John SalterJohn Salter,W,Referee Decision
Elder Cruz,29861,Nick RodriguezNick Rodriguez,W,Referee Decision
Elder Cruz,31381,Jason Patterson,W,Pts: 9x0
Elder Cruz,31385,Mateusz Lim,W,Pts: 6x0
Elder Cruz,31389,Michael Lady,W,Pts: 3x0
Elder Cruz,31392,Adrian Nez,W,Pts: 3x0
Elder Cruz,34272,Josiah Harrell,W,EBI/OT
Elder Cruz,35123,Patrick GaudioPatrick Gaudio,W,Referee Decision
Elder Cruz,35677,Nicolae Cury,W,Pts: 10x0
Elder Cruz,35692,Lucas NoratLucas Norat,W,"Pts: 0x0, Adv"
Elder Cruz,37475,Rafael Fernando,W,Pts: 2x0
Elder Cruz,37477,Marlon Tanaka,W,Cachecol choke
Elder Cruz,37478,Thiago Andrade,W,Pts: 4x0
Elder Cruz,37906,Felipe CostaFelipe Costa,W,"Pts: 0x0, Adv"
Elder Cruz,38125,Thiago Andrade,W,Pts: 4x0
Elder Cruz,38944,Kevin Crane,W,N/A
Elder Cruz,39237,Matheus Gomes,W,Cachecol choke
Elder Cruz,40682,Sean Coates,W,"Pts: 2x2, Adv"
Elder Cruz,41095,H. Alabed,W,RNC
Elder Cruz,41099,G. Lamanna,W,Pts: 5x0
Elder Cruz,41101,J. McLoughlin,W,Pts: 12x0
Elder Cruz,41105,A. La Montagne,W,Pts: 3x0
Elder Cruz,41108,Caleb Crump,W,Pts: 4x0
Elder Cruz,41455,Thiago Andrade,W,Pts: 7x0
Elder Cruz,41456,David GarmoDavid Garmo,W,Pts: 4x0
Elder Cruz,41458,Sean Yadimarco,W,Pts: 7x0
Elder Cruz,41463,Adam Bradley,W,"Pts: 0x0, Adv"
Elder Cruz,41466,Francisco CuneoFrancisco Cuneo,W,Pts: 8x0
Elder Cruz,41472,Carlos HenriqueCarlos Henrique,W,Pts: 2x0
Elder Cruz,42032,Javier ZaruskiJavier Zaruski,W,Pts: 4x0
Elder Cruz,43538,Jose JuremaJose Jurema,W,"Pts: 0x0, Adv"
Elder Cruz,43541,Andrew Marrero,W,Anaconda choke
Elder Cruz,43545,Hunter Colvin,W,Pts: 6x0
Elder Cruz,43856,London Horn,W,Pts: 6x0
Elder Cruz,43872,Charlie Gilpin,W,Pts: 6x0
Elder Cruz,43878,Abraham Montagne,W,Pts: 6x0
Elder Cruz,43882,Maxim Cote,W,Darce choke
Elder Cruz,43888,Ryan AitkenRyan Aitken,W,Pts: 7x0
Elder Cruz,43892,William TackettWilliam Tackett,W,Pts: 3x0
Elder Cruz,45891,Javier BarterJavier Barter,W,Pts: 6x0
Elder Cruz,45896,Roberto JimenezRoberto Jimenez,W,Pts: 2x0
Elder Cruz,45897,Adam WardzinskiAdam Wardzinski,W,"Pts: 0x0, Adv"
Elder Cruz,45937,Javier BarterJavier Barter,W,Pts: 4x2
Elder Cruz,46407,Arthur Garcia,W,Pts: 7x0
Elder Cruz,46409,Joe Kropschot,W,Pts: 15x0
Elder Cruz,46410,Breylor Grout,W,Pts: 3x0
Elder Cruz,48353,Malik Belhaj,W,Pts: 5x0
Elder Cruz,48376,Jared Shafer,W,Katagatame
Elder Cruz,48381,Camron Couch,W,Pts: 10x0
Elder Cruz,48392,Achilles RochaAchilles Rocha,W,Referee Decision
Elder Cruz,48399,Abraham Montagne,W,Referee Decision
Elder Cruz,48406,Chris Wojcik,W,Pts: 5x0
Elder Cruz,50126,Eliyah Sala,W,Choke
Elder Cruz,50128,Christiano Moreira,W,Pts: 6x0
Elder Cruz,51470,Erik Sommer,W,Submission
Elder Cruz,51472,Kevin Berbrich,W,Pts: 16x0
Elder Cruz,51480,Z. Ghalayini,W,Pts: 6x0
Elder Cruz,51484,B. George,W,Pts: 6x0
Elder Cruz,51486,Roosevelt SousaRoosevelt Sousa,W,Referee Decision
Elder Cruz,52505,Taylor Pearman,W,Referee Decision
Elder Cruz,54249,Alex Grandy,W,Points
