Match Number,Status,Competitor 1,Competitor 2,Bracket Link,Competitor 1 Profile,Competitor 2 Profile,Source URL
6-12,Finished,"Jacques Finley
      Grit Jiu Jitsu & Muay Thai","Maverick Dietz
      Gracie Barra Morgan Hill

            Won by Submission                          - 00:41",https://adcc.smoothcomp.com/en/event/19885/bracket/1318526,https://smoothcomp.com/en/profile/1101323,https://smoothcomp.com/en/profile/1869514,https://adcc.smoothcomp.com/en/event/19885/schedule/matchlist?page=5
7-8,Finished,"Thaddeus Fannemel
      Team Butler Brazilian Jiu Jitsu - Bonney Lake","Chase Orth
      Siri Brazilian Jiu-Jitsu

            Won by Submission                          - 03:36",https://adcc.smoothcomp.com/en/event/19885/bracket/1318523,https://smoothcomp.com/en/profile/1469829,https://smoothcomp.com/en/profile/965613,https://adcc.smoothcomp.com/en/event/19885/schedule/matchlist?page=5
3-11,Finished,"Royce Davidson
      Gracie humaita Valencia -Ca

            Won by Submission                          - 01:52","Logan Kauliuli Garcia
      ATOS  HQ",https://adcc.smoothcomp.com/en/event/19885/bracket/1318541,https://smoothcomp.com/en/profile/1234747,https://smoothcomp.com/en/profile/606519,https://adcc.smoothcomp.com/en/event/19885/schedule/matchlist?page=5
11-9,Finished,"Gabriel D. Myers
      Atos Jiu-Jitsu Las Vegas","Cyprien Ally
      ATOS  HQ

            Won by Submission                          - 00:20",https://adcc.smoothcomp.com/en/event/19885/bracket/1318527,https://smoothcomp.com/en/profile/531565,https://smoothcomp.com/en/profile/888346,https://adcc.smoothcomp.com/en/event/19885/schedule/matchlist?page=5
2-11,Finished,"Easton Whalen
      Team Butler Brazilian Jiu Jitsu - Bonney Lake

            Won by Submission                          - 00:18","Max Trutzschler
      Combat Arts Academy",https://adcc.smoothcomp.com/en/event/19885/bracket/1318524,https://smoothcomp.com/en/profile/949976,https://smoothcomp.com/en/profile/1001245,https://adcc.smoothcomp.com/en/event/19885/schedule/matchlist?page=5
10-11,Finished,"Mason Choi
      10th Planet Oakland","Jack Knick
      GRPL Club

            Won by Submission                          - 01:59",https://adcc.smoothcomp.com/en/event/19885/bracket/1318536,https://smoothcomp.com/en/profile/243143,https://smoothcomp.com/en/profile/651670,https://adcc.smoothcomp.com/en/event/19885/schedule/matchlist?page=5
6-13,Finished,"Nolan Sidelinger
      Team Butler Brazilian Jiu Jitsu - Bonney Lake

            Won by Submission                          - 00:10","Jonas Hanzely
      ON GUARD BRAZILIAN JIU JITSU",https://adcc.smoothcomp.com/en/event/19885/bracket/1318529,https://smoothcomp.com/en/profile/610712,https://smoothcomp.com/en/profile/1597573,https://adcc.smoothcomp.com/en/event/19885/schedule/matchlist?page=5
1-13,Finished,"Rainier Curtis
      ON GUARD BRAZILIAN JIU JITSU","Jayton Ilae
      The Base Vancouver

            Won by Submission                          - 01:26",https://adcc.smoothcomp.com/en/event/19885/bracket/1318530,https://smoothcomp.com/en/profile/747016,https://smoothcomp.com/en/profile/1187899,https://adcc.smoothcomp.com/en/event/19885/schedule/matchlist?page=5
12-15,Finished,"Reagan Rousseau
      Lone Wolf BJJ

            Won by Submission                          - 01:09","Raquel Baze
      Team Butler Brazilian Jiu Jitsu - Bonney Lake",https://adcc.smoothcomp.com/en/event/19885/bracket/1318564,https://smoothcomp.com/en/profile/1253173,https://smoothcomp.com/en/profile/1185512,https://adcc.smoothcomp.com/en/event/19885/schedule/matchlist?page=5
8-14,Finished,"Killian Kelly
      Essential Jiu Jitsu","Zac Shaffi
      Predators MMA and BJJ Academy Manchester

            Won by Submission                          - 01:47",https://adcc.smoothcomp.com/en/event/19885/bracket/1318546,https://smoothcomp.com/en/profile/917502,https://smoothcomp.com/en/profile/1239651,https://adcc.smoothcomp.com/en/event/19885/schedule/matchlist?page=5
11-10,Finished,"Keyan Eskandari
      V1sion Checkmat Ladera Ranch","Jordan Cottengim
      Gracie Barra Morgan Hill

            Won by Submission                          - 02:40",https://adcc.smoothcomp.com/en/event/19885/bracket/1318527,https://smoothcomp.com/en/profile/737436,https://smoothcomp.com/en/profile/1288577,https://adcc.smoothcomp.com/en/event/19885/schedule/matchlist?page=5
10-12,Finished,"Uila Pasi
      Chesslab/att-pdx","Lilly Welch
      10th Planet Springfield OR

            Won by Submission                          - 00:47",https://adcc.smoothcomp.com/en/event/19885/bracket/1318461,https://smoothcomp.com/en/profile/1024987,https://smoothcomp.com/en/profile/1949796,https://adcc.smoothcomp.com/en/event/19885/schedule/matchlist?page=5
9-10,Finished,"Maddison Mattly
      Gracie Barra Ocotillo

            Won by Submission                          - 00:09","Jade Hadley
      The Base Vancouver",https://adcc.smoothcomp.com/en/event/19885/bracket/1318390,https://smoothcomp.com/en/profile/1143366,https://smoothcomp.com/en/profile/773799,https://adcc.smoothcomp.com/en/event/19885/schedule/matchlist?page=5
6-14,Finished,"Victoria Bueno
      ATOS  HQ","Layla Opinion
      Gracie Barra Morgan Hill

            Won by Submission                          - 01:18",https://adcc.smoothcomp.com/en/event/19885/bracket/1318395,https://smoothcomp.com/en/profile/773538,https://smoothcomp.com/en/profile/999754,https://adcc.smoothcomp.com/en/event/19885/schedule/matchlist?page=5
1-14,Finished,"Raiden Balin
      ATOS Northwest

            Won by Submission                          - 01:51","Fisher Fournier
      Livewire MMA",https://adcc.smoothcomp.com/en/event/19885/bracket/1318530,https://smoothcomp.com/en/profile/915668,https://smoothcomp.com/en/profile/1370188,https://adcc.smoothcomp.com/en/event/19885/schedule/matchlist?page=5
3-12,Finished,"Sebastian Padilla
      Atos Temecula

            Won by Submission                          - 00:57","Noah Lopez
      ATOS  HQ",https://adcc.smoothcomp.com/en/event/19885/bracket/1318541,https://smoothcomp.com/en/profile/1544138,https://smoothcomp.com/en/profile/417661,https://adcc.smoothcomp.com/en/event/19885/schedule/matchlist?page=5
4-9,Finished,"Genesis Han
      Art of JiuJitsu

            Won by Submission                          - 00:52","Adriel Rasmussen
      Redmond Grappling Academy",https://adcc.smoothcomp.com/en/event/19885/bracket/1318539,https://smoothcomp.com/en/profile/608551,https://smoothcomp.com/en/profile/1167719,https://adcc.smoothcomp.com/en/event/19885/schedule/matchlist?page=5
2-16,Finished,"Finn Robertson
      Gracie Barra Kitsilano","Gabriel D. Myers
      Atos Jiu-Jitsu Las Vegas

            Won by Submission                          - 00:24",https://adcc.smoothcomp.com/en/event/19885/bracket/1318524,https://smoothcomp.com/en/profile/1033713,https://smoothcomp.com/en/profile/531565,https://adcc.smoothcomp.com/en/event/19885/schedule/matchlist?page=5
5-12,Finished,"Mino Lee-LeBlanc
      Gracie Barra Tacoma","Mason Miller
      Lone Wolf BJJ

            Won by points                          - 04:00",https://adcc.smoothcomp.com/en/event/19885/bracket/1318559,https://smoothcomp.com/en/profile/1078453,https://smoothcomp.com/en/profile/1331767,https://adcc.smoothcomp.com/en/event/19885/schedule/matchlist?page=5
12-14,Finished,"Xochitl Meza
      GUERRILLA JIU-JITSU","Elizabeth Payan
      Apex BJJ Bonita

            Won by Submission                          - 00:17",https://adcc.smoothcomp.com/en/event/19885/bracket/1318392,https://smoothcomp.com/en/profile/1398393,https://smoothcomp.com/en/profile/1412590,https://adcc.smoothcomp.com/en/event/19885/schedule/matchlist?page=5
9-11,Finished,"Pierce Choi-Flores
      Team Butler Brazilian Jiu Jitsu - Bonney Lake

            Won by Submission                          - 02:22","Colton Havens
      Impact Jiu Jitsu McMinnville",https://adcc.smoothcomp.com/en/event/19885/bracket/1318544,https://smoothcomp.com/en/profile/1961303,https://smoothcomp.com/en/profile/1725495,https://adcc.smoothcomp.com/en/event/19885/schedule/matchlist?page=5
7-10,Finished,"Walter Miller
      Lone Wolf BJJ","Thaddeus Fannemel
      Team Butler Brazilian Jiu Jitsu - Bonney Lake

            Won by Submission                          - 01:12",https://adcc.smoothcomp.com/en/event/19885/bracket/1318523,https://smoothcomp.com/en/profile/1452506,https://smoothcomp.com/en/profile/1469829,https://adcc.smoothcomp.com/en/event/19885/schedule/matchlist?page=5
2-12,Finished,"Oliver Jasinski
      ON GUARD BRAZILIAN JIU JITSU

            Won by Submission                          - 00:26","Owen Gray
      Impact Jiu Jitsu Hillsboro",https://adcc.smoothcomp.com/en/event/19885/bracket/1318524,https://smoothcomp.com/en/profile/543511,https://smoothcomp.com/en/profile/1156226,https://adcc.smoothcomp.com/en/event/19885/schedule/matchlist?page=5
10-13,Finished,"James Lawson
      TRUJITSU / Bakersfield

            Won by points                          - 06:00","Isaak Rosenau
      ATOS Northwest",https://adcc.smoothcomp.com/en/event/19885/bracket/1318536,https://smoothcomp.com/en/profile/1458269,https://smoothcomp.com/en/profile/1580033,https://adcc.smoothcomp.com/en/event/19885/schedule/matchlist?page=5
3-13,Finished,"Zac Shaffi
      Predators MMA and BJJ Academy Manchester","Mealow Petre
      Art of JiuJitsu

            Won by Submission                          - 00:52",https://adcc.smoothcomp.com/en/event/19885/bracket/1318541,https://smoothcomp.com/en/profile/1239651,https://smoothcomp.com/en/profile/455399,https://adcc.smoothcomp.com/en/event/19885/schedule/matchlist?page=5
8-13,Finished,"Hayzon Leopoldo
      Morumbi Jiu Jitsu

            Won by Submission                          - 01:40","Jonas Hanzely
      ON GUARD BRAZILIAN JIU JITSU",https://adcc.smoothcomp.com/en/event/19885/bracket/1318533,https://smoothcomp.com/en/profile/821847,https://smoothcomp.com/en/profile/1597573,https://adcc.smoothcomp.com/en/event/19885/schedule/matchlist?page=5
11-14,Finished,"Raelynn Elizarraras
      Academy Jiu Jitsu and Kickboxing

            Won by points                          - 04:00","Amelia Juergens
      Team Butler Brazilian Jiu Jitsu - Bonney Lake",https://adcc.smoothcomp.com/en/event/19885/bracket/1318420,https://smoothcomp.com/en/profile/790628,https://smoothcomp.com/en/profile/1232329,https://adcc.smoothcomp.com/en/event/19885/schedule/matchlist?page=5
1-15,Finished,"Denton West
      Team Butler Brazilian Jiu Jitsu - Bonney Lake","Matias Sanchez
      Columns (CBJJ)

            Won by points                          - 04:00",https://adcc.smoothcomp.com/en/event/19885/bracket/1318530,https://smoothcomp.com/en/profile/955932,https://smoothcomp.com/en/profile/1183488,https://adcc.smoothcomp.com/en/event/19885/schedule/matchlist?page=5
6-15,Finished,"Kayan Eskandari
      V1sion Checkmat Ladera Ranch","Charlie Bowers
      Royal Jiu Jitsu

            Won by Submission                          - 01:06",https://adcc.smoothcomp.com/en/event/19885/bracket/1318526,https://smoothcomp.com/en/profile/737441,https://smoothcomp.com/en/profile/926782,https://adcc.smoothcomp.com/en/event/19885/schedule/matchlist?page=5
